"iso3","country_name","landlocked","island_state","west_europe","sub_saharan_africa","latin_america","MENA","former_commu","Pop_2015","Pop_2016","Pop_2017","Pop_2018","Pop_2019","Pop_2020","Pop_2021","Pop_2022","Pop_2023","GDPpc2015","GDPpc2016","GDPpc2017","GDPpc2018","GDPpc2019","GDPpc2020","GDPpc2021","GDPpc2022","GDPpc2023","2015V_Dem","2016V_Dem","2017V_Dem","2018V_Dem","2019V_Dem","2020V_Dem","2021V_Dem","2022V_Dem","2023V_Dem","diffusion_2015","diffusion_2016","diffusion_2017","diffusion_2018","diffusion_2019","diffusion_2020","diffusion_2021","diffusion_2022","diffusion_2023","Pop_log_2015","Pop_log_2016","Pop_log_2017","Pop_log_2018","Pop_log_2019","Pop_log_2020","Pop_log_2021","Pop_log_2022","Pop_log_2023","Pop_cat_2015","Pop_cat_2016","Pop_cat_2017","Pop_cat_2018","Pop_cat_2019","Pop_cat_2020","Pop_cat_2021","Pop_cat_2022","Pop_cat_2023","GDPpc_log_2015","GDPpc_log_2016","GDPpc_log_2017","GDPpc_log_2018","GDPpc_log_2019","GDPpc_log_2020","GDPpc_log_2021","GDPpc_log_2022","GDPpc_log_2023","Asia","Americas","Africa","Europe","Oceania","carribbean","pacific_island","eastern_europe","north_america","east_asia","nordic","mediterranean","not_defined","srNorth_Africa","srSouthern_Africa","srWest_Africa","srEast_Africa","srCentral_Africa","srEast_Asia","srSouth_Asia","srSoutheast_Asia","srCaucasus","srCentral_Asia","srMiddle_East","srEast_Central_Europe","srNordic","srSouthern_Europe","srWestern_Europe","srNorth_America","srCarribbean","srCentral_America","srSouth_America","srOceania"
"BOL","Bolivia",1,0,0,0,1,0,0,11014705,11180020,11344587,11508368,11671386,11816299,11937360,12077154,12244159,9141.92841760819,9390.79064490474,9642.81396069058,9907.0625569677,9985.23048827288,9000.97564781423,9454.19814726348,9681.70742674425,9843.97014174079,0.376,0.381,0.37,0.345,0.253,0.232,0.358,0.343,0.353,0.459515868486174,0.45706772253163,0.457102152037598,0.456590343762468,0.453109867304596,0.450917085923627,0.440771794393932,0.437162416293999,0.432755567802814,16.2147417561986,16.2296388145984,16.2442512718314,16.2585849808969,16.2726507632774,16.2849904075448,16.2951835359537,16.3068261266873,16.3205595649154,"Large","Large","Large","Large","Large","Large","Large","Large","Large",9.12062662880286,9.14748476939296,9.17396824964467,9.20100317137398,9.20886232903596,9.10508825575562,9.15421417022636,9.17799355177661,9.1946143783634,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BRA","Brazil",0,0,0,0,1,0,0,201675532,203218114,204703445,206107261,207455459,208660842,209550294,210306415,211140729,18357.0690632249,17620.9272447823,17724.4799591551,17917.7492137276,18018.6209165513,17327.5157262925,18075.7060063108,18554.0461842977,19018.2390697496,0.779,0.659,0.644,0.612,0.536,0.539,0.528,0.543,0.692,0.438225349998893,0.438544415998756,0.438193389920631,0.437174665035121,0.433558598974884,0.429837089618712,0.423867622166581,0.418496663148268,0.41345978632613,19.1221706866914,19.1297904133963,19.1370728799965,19.1439072757108,19.1504272191716,19.1562207262686,19.1604743353408,19.1640761442495,19.1680354312053,"Huge","Huge","Huge","Huge","Huge","Huge","Huge","Huge","Huge",9.81777001435187,9.77684252266754,9.78270201157105,9.79354707672782,9.79916099752068,9.76005102138327,9.80232410608771,9.82844316739292,9.85315374872969,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BRB","Barbados",0,1,0,0,0,0,0,278990,279598,280171,280711,281207,281698,282147,282318,282336,18464.6630889427,18754.6651416375,18740.3488338921,18484.6976381599,18572.509535997,15749.0380167909,15683.8847128096,18469.5765888638,19224.4621182944,0.664,0.664,0.657,0.653,0.665,0.679,0.671,0.677,0.678,0.450907450947764,0.450229409712576,0.448290538318644,0.444844531192121,0.441863760635624,0.44012238718053,0.433037991148733,0.428490169857158,0.422025853372987,12.5389312178672,12.5411081362404,12.543155410027,12.5450809493271,12.5468463319232,12.5485908540878,12.5501834906985,12.5507893741642,12.5508531300218,"Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro",9.82361408119238,9.83919780800509,9.83843417002109,9.82469851409115,9.82943778447297,9.66453456408944,9.66038901276098,9.8238801486676,9.86393881574029,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BTN","Bhutan",1,0,0,0,0,0,0,740618,747866,754335,759759,764824,770006,775442,780914,786385,12400.2983217758,13320.9758970472,13482.3425253264,13854.8543922424,14555.1883979698,12979.9369446336,13458.8126642925,14061.3120213689,NA,0.485,0.475,0.482,0.497,0.525,0.515,0.483,0.465,0.445,0.355840660314244,0.355121228065234,0.352888236144041,0.351488257151843,0.347911954343145,0.342104504542719,0.336735753691047,0.334301735168841,0.332096416063259,13.5152402517842,13.5249790965233,13.5335918454016,13.5407565567108,13.5474010209801,13.5541535860073,13.561188468344,13.5682203075218,13.5752017733707,"Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro",9.42547580951146,9.49709520695467,9.50913614721188,9.53639094784037,9.58570279996197,9.47116013235981,9.50738938714528,9.55118247689783,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"BWA","Botswana",1,0,0,1,0,0,0,2203273,2234776,2266747,2299141,2332083,2365894,2401441,2439892,2480244,15994.99746552,16905.6237901209,17352.9293381836,17824.9505251476,18106.0168508915,16289.4202155885,17961.3576218457,18648.1355964132,18846.2504612042,0.591,0.586,0.572,0.581,0.561,0.489,0.482,0.463,0.434,0.365863629472683,0.361395918348922,0.35553966570353,0.357413823041634,0.355995340960409,0.353526613918673,0.349743366983124,0.3493712386255,0.343918897006161,14.6054545400314,14.6196515572934,14.6338563220267,14.6480461328781,14.6622724175859,14.6766665211644,14.6915795318069,14.7074643339947,14.7238675003982,"Small","Small","Small","Small","Small","Small","Small","Small","Small",9.68003129392909,9.73540161420216,9.76151660905914,9.78835446969086,9.80399958471492,9.69827110953167,9.7959779304161,9.83350145205408,9.84406925856506,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAF","Central African Republic",1,0,0,1,0,0,0,4629320,4713663,4793511,4878657,4944703,5026628,5112100,5098039,5152421,1043.92171697157,1073.94477703739,1103.86609318724,1125.70091748228,1145.09563657752,1136.57052993758,1128.55237996459,1137.34726560057,1135.13627681714,0.181,0.232,0.232,0.249,0.22,0.199,0.177,0.169,0.1,0.350096577843238,0.347979446332085,0.345818731113306,0.343599243317633,0.341905787258919,0.338326261144078,0.330165967785288,0.326088304026231,0.320386709861991,15.3479205470257,15.3659758707416,15.3827736862707,15.4003805350355,15.4138274605679,15.4302599395387,15.4471208366635,15.4443665139478,15.4549772592663,"Small","Small","Small","Small","Small","Small","Small","Small","Small",6.95073978188746,6.97909385571836,7.00657392707766,7.0261611583931,7.0432434378955,7.03577070026502,7.02869101074496,7.03645386981032,7.03450799038825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAN","Canada",0,0,0,0,0,0,0,35704498,36110803,36545075,37072620,37618495,38028638,38239864,38939056,40097761,55572.07153128,55517.4462119472,56522.0146718025,57246.0201807438,57491.9820463203,54006.5844302454,56547.8005608561,57653.6893047099,56686.9159498906,0.745,0.774,0.777,0.773,0.781,0.761,0.766,0.759,0.755,0.467036056713415,0.464573222447873,0.457309131896764,0.454789213565618,0.454468412032623,0.450389679693207,0.443184613497888,0.439352256422,0.435071686804426,17.390787233211,17.4021026306137,17.4140569881589,17.4283892497268,17.4430063757206,17.4538500654319,17.4593890896558,17.4775083151902,17.5068310553065,"Large","Large","Large","Large","Large","Large","Large","Large","Large",10.92543604345,10.9244525964993,10.9423854814534,10.9551134025065,10.9594007743897,10.8968612520065,10.9428415870807,10.9622095185275,10.9452987038256,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CHE","Switzerland",1,0,1,0,0,0,0,8282396,8373338,8451840,8514329,8575280,8638167,8704546,8777088,8888093,76440.0854543127,77174.0109257641,77499.1652248744,79130.929306574,79465.7241719733,77197.6465921712,80739.6229283127,82128.8356102151,81683.8662644452,0.861,0.861,0.868,0.868,0.866,0.855,0.851,0.851,0.844,0.550363850768443,0.546243542680962,0.54023074635344,0.537074961192464,0.537680412080476,0.530112221358283,0.516695225187727,0.512169950131526,0.505350280167141,15.9296428564821,15.9405631682208,15.9498947271082,15.95726106686,15.9643942035444,15.9717009654949,15.9793559758898,15.9876552477288,16.0002230737932,"Small","Small","Small","Small","Small","Small","Small","Small","Small",11.2442625162802,11.2538180332955,11.2580224439915,11.278859092583,11.2830810651829,11.2541242509908,11.2989847241993,11.3160444592347,11.3106117860039,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CHL","Chile",0,0,0,0,1,0,0,18047625,18267221,18558868,18893191,19197744,19370624,19456334,19553036,19658835,27847.74862262,27995.2953276624,27929.4755431953,28529.9262971877,28255.4410129059,26282.8917685818,29132.8779897751,29585.6016724692,29490.7584920368,0.844,0.844,0.851,0.81,0.767,0.765,0.782,0.783,0.786,0.449764470169142,0.448025824889717,0.446907464462449,0.446830259870663,0.44186579513881,0.43836840565967,0.432659017304389,0.427939131007782,0.426838873367761,16.7085246551385,16.720618809505,16.736458292083,16.7543121505687,16.7703033300943,16.7792682496294,16.7836832305415,16.7886411264564,16.7940374135521,"Large","Large","Large","Large","Large","Large","Large","Large","Large",10.2345074026845,10.2397917510277,10.2374378812189,10.2587088608599,10.2490413202559,10.1766735034012,10.2796226432118,10.2950430919826,10.2918322217918,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CHN","China",0,0,0,0,0,0,0,1379860000,1387790000,1396215000,1402760000,1407745000,1411100000,1412360000,1412175000,1410710000,14575.9347897624,15485.2130054608,16461.069929896,17490.1667301804,18465.298945245,18833.7847033116,20406.7296584605,21011.6171309077,22137.5998277466,0.052,0.053,0.05,0.049,0.048,0.043,0.044,0.043,0.037,0.388406021286779,0.387463056101216,0.39115182242894,0.391599920146227,0.390514886695221,0.384814863549225,0.377856118016598,0.372479895854533,0.366639165293846,21.0452478816938,21.0509783907545,21.0570308408894,21.061707561424,21.0652549703257,21.067635379028,21.0685279010284,21.0683969060149,21.067358960699,"Huge","Huge","Huge","Huge","Huge","Huge","Huge","Huge","Huge",9.5871271456809,9.64764084791236,9.70875347393482,9.76939410085345,9.82364851698745,9.84340759472675,9.9236200106508,9.95283076045856,10.0050327915218,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIV","Cote d'Ivoire",0,0,0,1,0,0,0,25246342,25989405,26733372,27464173,28193009,28915449,29639736,30395002,31165654,5110.86240809881,5320.84646239855,5556.11366322898,5670.20005356688,5894.87874674153,5787.81533309018,6045.20480490879,6261.53314478398,6485.31584901747,0.329,0.356,0.346,0.348,0.33,0.27,0.244,0.246,0.253,0.39958668676148,0.402769584752208,0.406044853345388,0.401131419532445,0.394451132043704,0.391818787822692,0.379747681410661,0.369721996265456,0.362398298753162,17.0441918319037,17.0731995129351,17.1014232305516,17.1283929132551,17.1545845973727,17.1798865777264,17.2046264514699,17.2297887449653,17.2548272130843,"Large","Large","Large","Large","Large","Large","Large","Large","Large",8.5391234376661,8.57938767915253,8.62265416140957,8.6429796789154,8.68183924392898,8.66351018210939,8.70702064252606,8.74218034541561,8.77729580011617,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CMR","Cameroon",0,0,0,1,0,0,0,22763414,23454161,24128601,24806383,25506095,26210558,26915758,27632771,28372687,4698.66677843587,4767.13186148953,4797.97544185544,4851.48003949961,4882.35560028896,4763.48194388066,4793.55628200196,4843.65038202917,4870.57076514365,0.154,0.143,0.137,0.127,0.122,0.13,0.129,0.143,0.131,0.3485996135532,0.34963748589823,0.348395391978014,0.345462358030593,0.341476811360591,0.336936793068775,0.327793393348342,0.322165192871115,0.314616984363884,16.9406651559735,16.9705584784803,16.9989084582992,17.0266115570512,17.0544280011759,17.0816728646571,17.1082224723152,17.1345129814113,17.1609375150248,"Large","Large","Large","Large","Large","Large","Large","Large","Large",8.45503408329528,8.46950011613745,8.47594932497375,8.48703910016226,8.49338308735987,8.46873418062441,8.4750278537649,8.48542392659941,8.49096640944406,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COD","Congo (Kinshasa)",0,0,0,1,0,0,0,81035531,83956415,87083398,90047644,92947442,95989998,99148932,102396968,105789731,8977.70681641417,8001.8255194505,7372.77046737599,7029.33651566257,6939.36913397466,6350.50913409722,6263.21161292636,6205.1050414034,6172.28776650683,0.128,0.126,0.12,0.125,0.145,0.155,0.147,0.153,0.122,0.180790269615327,0.179153784631622,0.179355066442371,0.184389337737169,0.175867253045233,0.187398182661783,0.182954211830967,0.181819927491525,0.185061019152661,18.210398270777,18.2458083531008,18.2823768151586,18.3158494660013,18.3475447515809,18.3797545565042,18.4121336413138,18.4443676607563,18.4769640121863,"Large","Large","Large","Large","Large","Large","Large","Huge","Huge",9.10249976302945,8.98742498456192,8.90554882599495,8.85784760135537,8.84496614648344,8.75629026727059,8.74244836974423,8.73312762600524,8.7278248369112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG","Congo (Brazzaville)",0,0,0,1,0,0,1,5097581,5222536,5351011,5483118,5616661,5752791,5892183,6035104,6182885,1267.90548678227,1253.15815656727,1253.18734939772,1282.48227896626,1296.94757256244,1277.63286345756,1313.61821829086,1385.46472380959,1455.8356229714,0.099,0.097,0.098,0.106,0.095,0.114,0.111,0.111,0.119,0.200604447869913,0.198961570663355,0.194361128881804,0.197348675966837,0.210089028712772,0.215453532781628,0.207587236218431,0.210575578501738,0.187077493719426,15.4442766714467,15.4684936656395,15.4927960729819,15.5171844752197,15.541247917192,15.5651956863136,15.5891371151455,15.6131036451739,15.6372955489823,"Small","Small","Small","Small","Small","Small","Small","Small","Small",7.14512159498118,7.13342216925095,7.13344546438754,7.15655275937929,7.1677687614196,7.15276431937646,7.18054060758103,7.23379090299701,7.28333532607251,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COL","Colombia",0,0,0,0,1,0,0,46969940,47437512,48131078,49024465,49907985,50629997,51188173,51737944,52321152,16791.3805988348,16972.9204854396,16955.7402315425,17073.6275499173,17305.8529037485,15833.2122549254,17352.088868182,18419.0383990604,18324.9053005691,0.551,0.548,0.547,0.537,0.507,0.491,0.489,0.557,0.565,0.438295729818066,0.438020385445593,0.439132486905511,0.440194837964688,0.437561311047923,0.437052302642021,0.428474697935481,0.426012494164255,0.418997640616555,17.6650183805912,17.6749238660845,17.6894386387014,17.7078300171875,17.72569156796,17.7400547846927,17.7510190672323,17.7617019967853,17.7729112832194,"Large","Large","Large","Large","Large","Large","Large","Large","Large",9.72862097413807,9.73937444038296,9.73836171220552,9.74529030345844,9.75880004140495,9.66986505426804,9.76146817398864,9.82114010426965,9.81601635896901,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"COM","Comoros",0,1,0,1,0,0,0,726682,741741,756669,771590,786578,802163,818174,834188,850387,3364.29622883082,3405.43519935153,3465.63055618837,3522.40501551473,3516.12668473385,3441.07041189391,3441.21155585858,3463.00574300891,3498.80327064529,0.25,0.245,0.191,0.168,0.115,0.109,0.108,0.108,0.106,0.363293518844253,0.358835526266337,0.355847425272752,0.355192537096129,0.35470691613648,0.352396020505982,0.351348413294726,0.351096812705771,0.345586409655217,13.496244246792,13.5167554046113,13.5366811844852,13.5562085998468,13.5754471701168,13.5950671080931,13.6148303069009,13.634214075602,13.6534468189692,"Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro",8.12097407572686,8.13312802226704,8.15064987376583,8.16689927833183,8.16511528908141,8.1435378682135,8.14357888483134,8.1498922027923,8.16017626633585,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CPV","Cabo Verde",0,1,0,1,0,0,0,512394,512554,512893,513415,514104,514679,516649,519741,522331,7560.13649202469,7881.30336227784,8234.56000312459,8531.12961646549,9111.62993173269,7207.86853962048,7685.41921393669,8850.1066918812,9288.4021703944,0.712,0.716,0.707,0.7,0.704,0.704,0.68,0.652,0.648,0.406516115881816,0.406356531408803,0.414021835797518,0.413787265103236,0.412500572074389,0.408829756500326,0.400004949985666,0.390486135616668,0.38429710298083,13.1468491393343,13.1471613502978,13.1478225253996,13.1488397639772,13.1501808586008,13.1512986843422,13.1551190060943,13.161085889553,13.1660567655254,"Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro",8.93064452351122,8.97224857047893,9.01609521108407,9.05147706037732,9.1173068910157,8.88292856100039,8.94708020411884,9.0881847935091,9.13652182243971,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRI","Costa Rica",0,0,0,0,1,0,0,4818038,4866998,4913177,4957818,4999553,5034320,5059988,5081765,5105525,21263.1954729748,21934.2769292519,22631.5061118079,23014.4162818696,23374.0295195047,22220.6515262284,23862.3648715793,24841.5462660993,25989.9098073719,0.856,0.855,0.852,0.837,0.844,0.847,0.846,0.809,0.816,0.404496023324699,0.404815901035806,0.402844636584684,0.395557564689773,0.393046973698187,0.389002119989095,0.37589943787653,0.378690719529897,0.3734389960178,15.3878773492159,15.3979878778847,15.4074313373693,15.4164762825534,15.424859066402,15.4317890203964,15.4368746697193,15.4411692001559,15.4458338446458,"Small","Small","Small","Small","Small","Small","Small","Small","Small",9.96473294506865,9.99580584881043,10.0270982901827,10.0438760934213,10.0593808354128,10.0087773843762,10.080057805224,10.1202727831478,10.1654636573476,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CUB","Cuba",0,1,0,0,1,0,0,11275065,11265612,11247829,11227118,11202846,11176354,11122168,11059820,11019931,21016.65,21100,21200,21250,21300,21400,21450,21500,21600,0.058,0.058,0.06,0.062,0.063,0.061,0.058,0.058,0.058,0.449867605176104,0.450000198040044,0.447844304424654,0.44367293773992,0.444222149837629,0.44118489038812,0.430534107387217,0.427731495328279,0.42142765296943,16.2381042083031,16.237265457936,16.2356856902143,16.2338426597625,16.2316784111284,16.2293108544352,16.2244507918125,16.2188292790616,16.2152161003264,"Large","Large","Large","Large","Large","Large","Large","Large","Large",9.95307025970323,9.95702831946416,9.9617564606601,9.96411217435256,9.96646235169752,9.97114620100994,9.97347992435616,9.97580821411575,9.98044859367226,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"CYP","Cyprus",0,1,0,0,0,0,0,1219502,1237112,1254275,1270737,1286671,1302247,1317309,1331370,1344976,37871.48046875,40176.29296875,42093.39453125,44190.98828125,46157.0234375,44166.984375,48740.36328125,51622.46875,52148.04296875,0.742,0.741,0.731,0.725,0.715,0.694,0.652,0.643,0.636,0.377858795758841,0.374268978311063,0.370368777600355,0.369907863266692,0.372229713912694,0.367916823579235,0.358863112851814,0.35209388576821,0.346532675674897,14.0139531366532,14.028290188909,14.0420682743783,14.0551076050778,14.0675688206429,14.0796017918997,14.0911015773513,14.1017190452225,14.1118867269927,"Small","Small","Small","Small","Small","Small","Small","Small","Small",10.5419536135764,10.6010323735041,10.6476461078652,10.6962761622388,10.7398044155131,10.6957328291107,10.7942627806034,10.8517122975843,10.8618419327593,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CZE","Czechia",1,0,0,0,0,0,1,10546059,10566332,10594438,10629928,10671870,10697858,10505772,10672118,10864042,42028.5953429958,43030.5798615586,45136.7331871432,46259.278195142,47720.4922288837,45079.2013087729,47752.8801472845,48346.9712129599,47452.3485573819,0.776,0.773,0.737,0.719,0.712,0.721,0.71,0.789,0.805,0.555518599559054,0.547624673315396,0.54048090510317,0.536088389869923,0.538595213529464,0.531149005061589,0.51859413292811,0.51349916218245,0.506663877344336,16.1712627935951,16.1731832777535,16.175839704389,16.179183977012,16.183121865654,16.1855540924762,16.1674353783759,16.1831451040479,16.2009689947525,"Large","Large","Large","Large","Large","Large","Large","Large","Large",10.646105507098,10.6696663014927,10.7174516770646,10.7420173324458,10.7731161910975,10.7161762508001,10.7737946613105,10.7861588559609,10.767481298227,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"DEU","Germany",0,0,1,0,0,0,0,81686611,82348669,82657002,82905782,83092962,83160871,83196078,83797985,83280000,59645.4906894865,60523.6468527294,61935.5823919125,62439.1294310528,62913.9179414209,60288.235014513,62474.3639990873,62875.2052184608,63097.7108010283,0.852,0.851,0.847,0.836,0.837,0.827,0.817,0.808,0.812,0.597188016439166,0.593095407621891,0.588333709032943,0.586173090332698,0.585439561218638,0.578472967422596,0.568628800287998,0.565707085881153,0.560193903506925,18.2184006663515,18.2264728517372,18.2302100973362,18.2332153643561,18.2354705630982,18.2362874946847,18.2367107652573,18.2439195198172,18.237718982271,"Large","Large","Large","Large","Large","Large","Large","Large","Large",10.9961738285157,11.0107894247241,11.0338501302203,11.0419474320442,11.0495226891405,11.0068922561256,11.0425115755647,11.0489071713086,11.0524397689652,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"DJI","Djibouti",0,0,0,0,0,1,0,1020313,1037653,1054841,1071882,1088709,1105188,1121248,1137096,1152944,4940.6316223691,5204.13108447602,5398.75077138447,5566.58128892774,5784.44800821916,5773.20749301878,5947.86088370479,6083.64368190087,6400.62016334753,0.115,0.116,0.112,0.116,0.121,0.121,0.122,0.122,0.122,0.31899589575496,0.315416526512157,0.313058943898979,0.313686638718517,0.314360530020133,0.309745294406385,0.303184521885412,0.30062762497502,0.295847145989137,13.8356200009328,13.8524719900939,13.8689006026338,13.8849265399274,13.9005031485753,13.9155260142092,13.92995290863,13.9439882018861,13.9578292291211,"Small","Small","Small","Small","Small","Small","Small","Small","Small",8.5052484607879,8.55720802849195,8.59392286715695,8.62453637230075,8.66292821730843,8.66098309638953,8.69078691855481,8.71335908524413,8.76415016517626,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNK","Denmark",0,0,0,0,0,0,0,5683483,5728010,5764980,5793636,5814422,5831404,5856733,5903037,5946952,61837.3607779197,63242.1828680895,64757.2066913092,65635.4413386634,66520.0708667803,65145.6741742672,69652.2330084663,70170.2241633235,71390.0024641919,0.895,0.892,0.889,0.889,0.884,0.883,0.882,0.887,0.883,0.552812051962299,0.546690397829488,0.540555146900703,0.53782872578938,0.538291364507523,0.530959942117924,0.520238825432389,0.516325093646266,0.511704907977382,15.5530748069898,15.5608787334312,15.5673122424685,15.5722706317273,15.5758519408862,15.578768352661,15.5831024975551,15.5909775222025,15.5983893773597,"Small","Small","Small","Small","Small","Small","Small","Small","Small",11.0322630041151,11.0547268079334,11.0784002736203,11.0918710933509,11.1052589986518,11.0843811824094,11.1512700391171,11.1586793428162,11.1759131170138,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DOM","Dominican Republic",0,1,0,0,1,0,0,10434829,10551430,10666843,10782053,10894043,11008300,11123476,11230734,11331265,17777.0111588467,18751.2870603502,19414.0012214465,20547.6589012268,21363.8610383998,19721.3207241074,21912.2589614037,22757.3896159896,23087.9343626862,0.314,0.302,0.291,0.299,0.3,0.411,0.458,0.453,0.438,0.428175350124907,0.429432552567908,0.42758909626069,0.424612753948392,0.422519082510195,0.416978700250949,0.405954211750785,0.398383401450741,0.385635450595154,16.1606597112006,16.1717719537247,16.1826507032093,16.1933935505817,16.2037266840448,16.2141600916909,16.2245683878687,16.2341646852199,16.2430762772572,"Large","Large","Large","Large","Large","Large","Large","Large","Large",9.78566139363508,9.8390176722614,9.87374979718792,9.93050229135335,9.96945603696368,9.8894555997531,9.99480152911896,10.0326451899223,10.0470654380906,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DZA","Algeria",0,0,0,0,0,1,0,40019529,40850721,41689299,42505035,43294546,44042091,44761099,45477389,46164219,15239.5171455316,15511.6858766657,15427.6641894871,15343.4261221255,15199.1989965648,14194.1557478261,14496.8654697299,14782.2002968893,15159.324237194,0.171,0.163,0.158,0.162,0.148,0.149,0.137,0.12,0.121,0.482559635825579,0.480721154761496,0.477542254242487,0.475519230955217,0.475731515594655,0.468279932992642,0.452444792117688,0.440205384338206,0.435379218649853,17.5048781179352,17.5254350290533,17.5457550351318,17.5651330974658,17.5835372266097,17.6006563482557,17.616849994279,17.6327258153481,17.6477155754675,"Large","Large","Large","Large","Large","Large","Large","Large","Large",9.63164714537464,9.64934894637356,9.64391755278886,9.63844239562384,9.62899800785138,9.56058559181789,9.5816877305382,9.60117905330643,9.62637108281987,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECU","Ecuador",0,0,0,0,1,0,0,16266225,16505139,16759519,17049547,17340021,17546065,17682454,17823897,17980083,13864.4877052902,13569.7967959864,14161.7051815893,14066.1762612468,13853.4207787933,12425.0175450466,13539.7108484794,14263.2039756632,14472.3165053895,0.267,0.271,0.345,0.471,0.453,0.476,0.459,0.508,0.467,0.457078245171111,0.456024717325918,0.45345091921683,0.44769681397289,0.443838941252204,0.440408887291744,0.432242401022191,0.43086993905772,0.426668770559253,16.6046014301473,16.6191823449244,16.6344769533224,16.6516341924259,16.6685277403886,16.6803402662117,16.6880834064468,16.6960506429671,16.7047752032374,"Large","Large","Large","Large","Large","Large","Large","Large","Large",9.53708600859626,9.51560177821322,9.55829678242613,9.55152834780373,9.53628746875757,9.42746726304002,9.51338219088221,9.56543835145623,9.57999289702597,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
