"iso3","country_name","landlocked","island_state","west_europe","sub_saharan_africa","latin_america","MENA","former_commu","Pop_2015","Pop_2016","Pop_2017","Pop_2018","Pop_2019","Pop_2020","Pop_2021","Pop_2022","Pop_2023","GDPpc2015","GDPpc2016","GDPpc2017","GDPpc2018","GDPpc2019","GDPpc2020","GDPpc2021","GDPpc2022","GDPpc2023","2015V_Dem","2016V_Dem","2017V_Dem","2018V_Dem","2019V_Dem","2020V_Dem","2021V_Dem","2022V_Dem","2023V_Dem","diffusion_2015","diffusion_2016","diffusion_2017","diffusion_2018","diffusion_2019","diffusion_2020","diffusion_2021","diffusion_2022","diffusion_2023","Pop_log_2015","Pop_log_2016","Pop_log_2017","Pop_log_2018","Pop_log_2019","Pop_log_2020","Pop_log_2021","Pop_log_2022","Pop_log_2023","Pop_cat_2015","Pop_cat_2016","Pop_cat_2017","Pop_cat_2018","Pop_cat_2019","Pop_cat_2020","Pop_cat_2021","Pop_cat_2022","Pop_cat_2023","GDPpc_log_2015","GDPpc_log_2016","GDPpc_log_2017","GDPpc_log_2018","GDPpc_log_2019","GDPpc_log_2020","GDPpc_log_2021","GDPpc_log_2022","GDPpc_log_2023","Asia","Americas","Africa","Europe","Oceania","carribbean","pacific_island","eastern_europe","north_america","east_asia","nordic","mediterranean","not_defined","srNorth_Africa","srSouthern_Africa","srWest_Africa","srEast_Africa","srCentral_Africa","srEast_Asia","srSouth_Asia","srSoutheast_Asia","srCaucasus","srCentral_Asia","srMiddle_East","srEast_Central_Europe","srNordic","srSouthern_Europe","srWestern_Europe","srNorth_America","srCarribbean","srCentral_America","srSouth_America","srOceania"
"EGY","Egypt",0,0,0,0,0,1,0,99597342,101644589,103696057,105682094,107553158,109315124,110957008,112618250,114535772,13425.9119599775,13727.3201600494,14018.360593453,14488.2094340483,15026.5682438097,15309.2359881702,15579.0160861551,16360.3907750364,16691.1332373374,0.095,0.122,0.115,0.114,0.119,0.121,0.12,0.129,0.129,0.398378087672052,0.394591149839818,0.391178769458698,0.39042853937733,0.391484747494985,0.386175620940225,0.375721499435908,0.369130675975143,0.363417364494874,18.4166460354517,18.4369928649445,18.4569746493332,18.4759460325165,18.4934957763339,18.509745315029,18.5246533689353,18.5395143386894,18.5563977513798,"Large","Huge","Huge","Huge","Huge","Huge","Huge","Huge","Huge",9.50494184704963,9.52714329836056,9.54812322033143,9.58109045514957,9.61757512958459,9.63621158460904,9.65368016506566,9.70261849587614,9.72263291353222,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERI","Eritrea",0,0,0,1,0,0,0,3105546,3124698,3150347,3192760,3240194,3291271,3350183,3409447,3470390,1624.28,1726.77,1537.45,1717.68,1761.13,1736.33517857143,1711.54035714286,1686.74553571429,1661.95071428571,0.006,0.006,0.007,0.007,0.009,0.01,0.011,0.012,0.01,0.330188715973203,0.327176259296477,0.324704367548822,0.325082365887431,0.325926771971483,0.320961411191338,0.313441550153234,0.310029768968633,0.305023476818659,14.9487001033014,14.9548481964827,14.9630231634649,14.9763963044498,14.9911437625192,15.0067843703268,15.0245255291749,15.0420606660207,15.0597775375384,"Small","Small","Small","Small","Small","Small","Small","Small","Small",7.39281991965318,7.45400789035459,7.33788047882667,7.44872982209845,7.47371092746374,7.45953195179763,7.44514903767638,7.43055623282509,7.41574732051463,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP","Spain",0,0,0,0,0,0,0,46444832,46484062,46593236,46797754,47134837,47365655,47415794,47759127,48347910,42994.0090725921,44210.0091808111,45383.7598564973,46267.7980137549,46837.8205371836,41510.4543224249,44237.8298016785,46633.7531065409,47298.412187666,0.766,0.772,0.761,0.779,0.807,0.792,0.776,0.783,0.757,0.486680094490411,0.484354116807311,0.48218028434146,0.480167291103503,0.478289369074028,0.471853029422211,0.459879367655697,0.449695452361874,0.444764038437462,17.6537757576156,17.6546200591163,17.656965938346,17.6613457682833,17.6685229246543,17.6734079459727,17.6744659379153,17.6816807479871,17.6939335524557,"Large","Large","Large","Large","Large","Large","Large","Large","Large",10.668816061076,10.6967064944839,10.7229096076231,10.7422014908346,10.75444628668,10.6337005858782,10.6973355798772,10.7500798735148,10.7642320049455,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"EST","Estonia",0,0,0,0,0,0,1,1315407,1315790,1317384,1321977,1326898,1329522,1330932,1348840,1370286,36696.6226271125,37820.6429419379,39903.3724760975,41235.9081917334,42613.9987801371,41303.4126628101,44211.5558816244,43650.9384247922,41668.8375702059,0.846,0.859,0.859,0.861,0.845,0.842,0.848,0.851,0.845,0.572059390567765,0.566474520409096,0.563105962571198,0.564350504705679,0.564634922787511,0.558445490242774,0.549320971020191,0.544733662694969,0.539743701044222,14.0896566814104,14.089947803666,14.0911585099806,14.0946389013604,14.0983544452508,14.1003300371026,14.1013900066657,14.1147555217805,14.1305300351412,"Small","Small","Small","Small","Small","Small","Small","Small","Small",10.5104400032988,10.5406103421192,10.5942161225165,10.6270647138032,10.6599380881394,10.6287004065961,10.6967414791805,10.6839800598864,10.637508827944,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ETH","Ethiopia",1,0,0,1,0,0,1,103867135,106718162,109666481,112664152,115737383,118917671,122138588,125384287,128691692,1957.41444173205,2084.84044949632,2222.82813075835,2311.16499825122,2437.97033495522,2516.54894667514,2588.41296931036,2655.57791619133,2755.45709577808,0.102,0.099,0.098,0.132,0.159,0.151,0.136,0.134,0.11,0.326334677110217,0.323405526972531,0.320853943138259,0.319745138595427,0.319302043206443,0.315273969090675,0.30934194776204,0.306887264682493,0.302691169083918,18.4586230922685,18.4857019173446,18.512954327051,18.5399218450035,18.5668342428296,18.5939419713077,18.6206669251881,18.6468938752817,18.6729301172582,"Huge","Huge","Huge","Huge","Huge","Huge","Huge","Huge","Huge",7.5793797189823,7.64244760828152,7.7065355968765,7.74550700463237,7.79892114218836,7.83064377632535,7.85880021372162,7.88441758087103,7.92133862280761,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FIN","Finland",0,0,0,0,0,0,0,5479531,5495303,5508214,5515525,5521606,5529543,5541017,5556106,5583911,52704.8977163037,53905.274853733,55555.4402790803,56143.685330339,56838.8120639167,55343.3836535647,56739.1308987573,57405.5518560939,56454.8496937512,0.824,0.821,0.829,0.843,0.839,0.838,0.834,0.832,0.82,0.573614066742033,0.571389386156704,0.566754977017545,0.565817943005902,0.563750886775333,0.557301100314993,0.550115800496694,0.546425029006457,0.542207845366825,15.5165300713201,15.519404285337,15.521750990654,15.5230774010619,15.5241793179668,15.525615729939,15.527688615883,15.5304080611481,15.5353999849019,"Small","Small","Small","Small","Small","Small","Small","Small","Small",10.8724636660044,10.8949836158144,10.9251367250894,10.9356694931183,10.947974682343,10.9213123944708,10.9462193909871,10.957896299862,10.941196477203,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FJI","Fiji",0,1,0,0,0,0,0,918578,919166,918759,917180,914899,914963,916711,919422,924145,12131.0915617818,12419.8256693304,13090.5006401531,13612.9519955763,13567.4738284912,11254.969751223,10685.1969806618,12762.3465811337,13652.4908672464,0.275,0.28,0.286,0.286,0.27,0.272,0.271,0.266,0.41,0.437989986014739,0.438727396747761,0.438902750803428,0.439092804674556,0.436378874945595,0.429852033414077,0.423865332271236,0.421745461522866,0.419693109491405,13.7305821010987,13.7312220161468,13.7307791253796,13.7290590242332,13.7265689556514,13.7266389062816,13.7285475434415,13.7315004907171,13.7366242647191,"Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro",9.40352698649462,9.42704931910316,9.47964210417359,9.51877697114001,9.51543057695035,9.32856506575153,9.27661460283478,9.45425444133377,9.5216772650824,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FRA","France",0,0,1,0,0,0,0,66548272,66724104,66918020,67158348,67382061,67601110,67842811,68065015,68287487,50637.073852539,50937.9815036297,51848.6484368553,52513.4342005406,53400.2330030167,49266.7518990805,52469.8555057046,53643.0758541719,53969.0375681581,0.822,0.822,0.82,0.805,0.8,0.794,0.795,0.808,0.81,0.573783941509529,0.570434606961003,0.566641925585569,0.565129473787022,0.564604409899014,0.557858416795537,0.546539022150822,0.540921458730782,0.535288906260726,18.0134381370288,18.0160768249144,18.0189788460779,18.0225637918961,18.0258893831864,18.0291349609967,18.0327039843206,18.0359739093063,18.0392371013145,"Large","Large","Large","Large","Large","Large","Large","Large","Large",10.8324392718258,10.8383641227705,10.8560841465263,10.8688243053797,10.8855703882911,10.8050047288486,10.867994102831,10.8901076782977,10.8961657827347,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"GAB","Gabon",0,0,0,1,0,0,0,2040989,2100306,2156900,2212318,2267706,2322539,2376722,2430747,2484789,20147.7116201858,19988.1755963249,19555.7078829222,19225.5982574739,19491.4067631457,18681.4840738605,18523.5798032193,18662.0497970114,18702.6905177984,0.228,0.23,0.236,0.216,0.207,0.202,0.203,0.206,0.175,0.358525777434642,0.358249775399003,0.356233369700316,0.353524239031054,0.350968700338351,0.347540629430952,0.338827829282268,0.333644020102317,0.327456358660156,14.5289450522625,14.5575936063641,14.5841825636105,14.6095513925937,14.6342793057975,14.6581715417789,14.6812327853588,14.7037091754842,14.7256983044511,"Small","Small","Small","Small","Small","Small","Small","Small","Small",9.91084599368915,9.9028961575128,9.88102248612134,9.86399791261393,9.87772896861135,9.83528815583588,9.82679978343164,9.83424731815454,9.83642267045037,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR","United Kingdom",0,1,1,0,0,0,0,65116219,65611593,66058859,66460344,66836327,67081234,67026292,67791000,68350000,49968.2610829114,50543.9909457106,51535.3842876037,51943.8560465084,52490.7177986978,46913.8855695396,50978.9510010202,52842.9763605676,52588.9794302902,0.789,0.788,0.8,0.811,0.79,0.804,0.786,0.764,0.772,0.572409915631984,0.56902053139321,0.564863289922366,0.562307896037252,0.562099739359375,0.554912042682544,0.545294121359754,0.541092246817773,0.535770745760595,17.9916842159336,17.9992629608617,18.0060567056009,18.0121159969231,18.0177573080571,18.0214148906952,18.0205955182899,18.0319400007366,18.0401521211342,"Large","Large","Large","Large","Large","Large","Large","Large","Large",10.8191433045114,10.8305993439051,10.8500239242706,10.8579187228636,10.8683916291137,10.7560689781958,10.8391681010417,10.8750800848426,10.8702618602397,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"GEO","Georgia",0,0,0,0,0,0,1,3725276,3727505,3728004,3726549,3720161,3722716,3708610,3712502,3715483,14936.8434116647,15442.9564358054,16237.6242230275,17228.6790847503,18186.8816465807,17031.1440283426,18915.6534005263,20966.5280391134,22590.5293543813,0.512,0.527,0.518,0.534,0.496,0.487,0.484,0.488,0.473,0.361134224461455,0.358190958197134,0.355997024394124,0.372965277243025,0.396132221863252,0.386680073375033,0.373560427692154,0.358962620948949,0.352638164353435,15.1306515010107,15.1312496670018,15.1313835277484,15.1309931622849,15.1292775048827,15.1299640673774,15.1261677013071,15.1272166008135,15.1280192411419,"Small","Small","Small","Small","Small","Small","Small","Small","Small",9.61158615200333,9.64490828425194,9.6950863113285,9.75433066290065,9.80845582452244,9.74279894863724,9.84774508051101,9.95068254219157,10.0252860423164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"GHA","Ghana",0,0,0,1,0,0,0,28696068,29356742,30008354,30637585,31258945,31887809,32518665,33149152,33787914,5607.36635657413,5666.07795334591,5993.63085211077,6234.51208201488,6508.24652305901,6412.68541762469,6607.50297378321,6729.27440352562,6796.47361923819,0.63,0.613,0.631,0.63,0.615,0.612,0.557,0.566,0.562,0.377115728998236,0.383817247700724,0.382428909942001,0.372972429266854,0.360263593718223,0.356035220527873,0.344169060575339,0.335933959026935,0.329186195421568,17.1722706678597,17.1950327882508,17.2169863675284,17.2377380811925,17.2578161331878,17.2777343317028,17.2973247901407,17.3165276935751,17.3356137225439,"Large","Large","Large","Large","Large","Large","Large","Large","Large",8.63183643313205,8.64225243838723,8.69845265974566,8.73785560036321,8.78082534762442,8.76603340409019,8.79596109654012,8.81422260159979,8.82415917124613,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIN","Guinea",0,0,0,1,0,0,0,11767070,12073030,12385659,12704774,13034346,13371183,13710513,14055137,14405468,2869.85157178732,3099.78874189372,3332.76576150531,3455.64512638662,3557.46233883145,3630.99330577677,3738.8051255133,3792.01068836277,3949.34013510824,0.164,0.166,0.162,0.16,0.145,0.12,0.104,0.09,0.088,0.393475373529543,0.394246060056743,0.408691537253451,0.411067223671409,0.410565565857312,0.410000112012026,0.402000592234994,0.384200428227653,0.380992657451843,16.2808155102683,16.3064845971951,16.3320498290177,16.3574883863059,16.3830984314789,16.4086124268392,16.4336734687816,16.4584985096961,16.4831184146922,"Large","Large","Large","Large","Large","Large","Large","Large","Large",7.96201559026901,8.03908924037485,8.11155779726182,8.14776444131445,8.17680274349376,8.19726152778189,8.22652135420545,8.24065168203201,8.28130378953705,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GMB","Gambia, The",0,0,0,1,0,0,0,2224529,2283769,2342189,2399632,2456844,2515733,2576010,2636470,2697845,2495.95741601525,2478.46055756999,2533.18683710276,2651.43281455826,2750.82132179634,2702.31919474482,2777.79620978324,2863.18049829859,2932.28059517915,0.107,0.109,0.396,0.424,0.422,0.411,0.42,0.504,0.517,0.4171102428587,0.417061224591122,0.413462022273733,0.412991609087854,0.414913212453174,0.41282334187005,0.403289949046812,0.375052900129297,0.367569248249791,14.6150557657807,14.6413377062894,14.6665965201399,14.6908259502281,14.7143881574241,14.7380747703445,14.7617522481864,14.7849514591661,14.8079638641366,"Small","Small","Small","Small","Small","Small","Small","Small","Small",7.82242766845245,7.81539290350305,7.8372334084748,7.88285545760191,7.91965480854126,7.90186564431312,7.92941316201407,7.95968834827278,7.98353575937537,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNB","Guinea-Bissau",0,0,0,1,0,0,0,1786457,1831893,1877072,1922168,1967696,2013255,2058841,2105529,2153339,2168.71638085253,2227.15682963874,2277.6428917182,2307.86960988369,2379.60416810935,2360.53127915685,2450.97796398284,2507.0147245235,2578.80453427114,0.307,0.305,0.31,0.32,0.334,0.341,0.333,0.148,0.233,0.373542716185229,0.37466440698552,0.401478062910235,0.40330111232117,0.401220949104531,0.396723524139052,0.3885145544739,0.388373071170858,0.378490763490695,14.3957448867465,14.420860416397,14.4452236739166,14.4689642736414,14.4923738731177,14.5152633732012,14.5376537610758,14.5600772999398,14.5825302186662,"Small","Small","Small","Small","Small","Small","Small","Small","Small",7.68189074195083,7.70848108670814,7.73089636776675,7.74408013118101,7.77468943691305,7.76664199097114,7.80424239286462,7.82684797150503,7.85508121172216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNQ","Equatorial Guinea",0,0,0,1,0,0,0,1453923,1508186,1562396,1616422,1670177,1716468,1758786,1803545,1847549,27797.7942803179,24435.0645564801,22250.4389230263,20165.4795550607,18446.5916579681,17089.153726379,16821.4486470413,16932.7706827155,15688.2384192658,0.054,0.054,0.053,0.056,0.056,0.053,0.054,0.052,0.057,0.365963209722156,0.366507430351552,0.365126557013508,0.360014489360481,0.354714779532539,0.35083129695791,0.341164503773324,0.336203163734804,0.327890937175045,14.1897759783143,14.2264181621191,14.2617310983775,14.2957256225863,14.3284401668006,14.3557792491195,14.3801343562844,14.4052647304977,14.4293704537803,"Small","Small","Small","Small","Small","Small","Small","Small","Small",10.2327119540963,10.1037744516684,10.0101170142774,9.9117274885799,9.82263489841778,9.74619925623984,9.73041005627732,9.73700611694773,9.66066656531717,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRC","Greece",0,0,0,0,0,0,0,10820883,10775971,10754679,10732882,10721582,10698599,10569207,10436882,10405588,31319.712426657,31440.2467841634,31966.5629313823,32692.8278260795,33472.5437804923,30459.6250434994,33500.9226413466,35874.2385851541,36821.2753699812,0.787,0.784,0.781,0.775,0.77,0.693,0.644,0.606,0.582,0.434204813972051,0.430315540052856,0.422015998093274,0.420581424670637,0.42356193724908,0.418976456238882,0.404112297770464,0.398555739073219,0.391837681449587,16.1969884361859,16.1928293059032,16.1908514736556,16.188822671273,16.1877692773457,16.18562335628,16.1734553313802,16.1608564368075,16.1578535275058,"Large","Large","Large","Large","Large","Large","Large","Large","Large",10.3520029682828,10.3558440958814,10.3724457270902,10.3949110002927,10.4184807931247,10.3241573165736,10.4193282589666,10.4877747287295,10.5138310921552,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"GTM","Guatemala",0,0,0,0,1,0,0,15971743,16268760,16567357,16845685,17103803,17357325,17598650,17847877,18124838,10789.709472985,10876.3751133674,11009.2867444783,11196.2643955264,11470.3642213488,11101.009623613,11828.3300095601,12153.0305986535,12389.385871782,0.439,0.458,0.457,0.422,0.425,0.414,0.367,0.315,0.309,0.419693425298681,0.420105544232718,0.417772785204699,0.409669490098807,0.40562393629435,0.391649874200985,0.361969348369986,0.363882674010197,0.359088171405003,16.5863316563771,16.6047572624002,16.6229448715507,16.6396050988817,16.654811394407,16.6695251654617,16.683332752521,16.6973951235423,16.712793820734,"Large","Large","Large","Large","Large","Large","Large","Large","Large",9.28634813230905,9.29434829516931,9.30649444510039,9.32333546553393,9.34752196387809,9.31479134024633,9.37825278128996,9.40533384965365,9.4245954069526,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"GUY","Guyana",0,0,0,0,0,0,0,758781,763548,768479,791556,807665,807481,815482,821637,826353,12040.0821429821,12420.4720703996,12801.640438226,12980.3571798196,13402.4215131048,19234.1295746749,22865.9321661614,37068.1968873149,49315.1603107751,0.454,0.466,0.468,0.459,0.443,0.401,0.364,0.356,0.332,0.468104680556215,0.46637265229994,0.464729065567361,0.461046641404416,0.456681103101012,0.460163799580102,0.454186316840213,0.452301095822702,0.446438206941798,13.5394684771934,13.545731270034,13.5521685156278,13.5817559075376,13.6019026475709,13.6016748043904,13.6115346284514,13.6190539706623,13.6247773219853,"Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro",9.39599654134635,9.42710136365401,9.45732860093242,9.47119250758514,9.50319067954612,9.86444156200105,10.0374034035166,10.5205146542096,10.8059868241336,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HKG","Hong Kong",0,0,0,0,0,0,0,7291300,7336600,7393200,7452600,7507900,7481000,7413100,7346100,7536100,62779.7273197166,63749.3896400503,65662.8109535245,66993.9270307538,65388.3300696863,61328.5494578461,65884.9376260603,64036.7870392668,64467.5756817829,0.301,0.293,0.287,0.277,0.266,0.208,0.163,0.136,0.124,0.373666182914589,0.372526536541403,0.372511756255332,0.372867814033417,0.37273652358585,0.366448107015275,0.36089160463121,0.358638272909697,0.355402247078909,15.8021924145612,15.8083860780145,15.8160712167907,15.8240735227603,15.8314663574736,15.8278770308545,15.8187592633631,15.8096801181196,15.8352153647894,"Small","Small","Small","Small","Small","Small","Small","Small","Small",11.0473874869605,11.0627148887011,11.0922880008843,11.1123572529329,11.0880990822217,11.0240007469111,11.0956651302696,11.0672129946976,11.0739176737785,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HND","Honduras",0,0,0,0,1,0,0,9237305,9412380,9588137,9765210,9943633,10119640,10289877,10463872,10644851,5812.5348879105,5926.49025534228,6099.60734919414,6219.2797377506,6264.01884276715,5603.26398377777,6202.98078812037,6352.58710177732,6468.3019206832,0.247,0.259,0.249,0.238,0.234,0.237,0.248,0.386,0.394,0.424927072073515,0.425574839909026,0.423157677368318,0.410737610195734,0.406951633652615,0.395067667219619,0.366472062299987,0.353516557995875,0.347663543702894,16.0387607344082,16.057536402005,16.0760371631285,16.094336627438,16.1124430048142,16.1299886480683,16.146671154386,16.1634391201884,16.18058685903,"Small","Small","Small","Small","Small","Large","Large","Large","Large",8.66777205209876,8.6871874542665,8.71597967910506,8.73540938123885,8.7425772457707,8.63110456117571,8.7327852277767,8.75661742651745,8.77466889874844,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"HRV","Croatia",0,0,0,0,0,0,1,4151725,4106867,4041407,3988775,3949390,3914206,3878981,3855641,3859686,29446.7939621276,30798.7558830463,32324.4750650869,33702.3095978499,35093.7433630856,32466.1082353855,36899.1955914521,39828.032540985,41100.2524147116,0.702,0.652,0.623,0.619,0.623,0.656,0.647,0.649,0.639,0.538712888885894,0.534218079479002,0.524847583976913,0.518879006284283,0.520390966159874,0.507958054282645,0.489841502192769,0.494438568172224,0.482112888979351,15.2390344684937,15.2281710086792,15.2121034566331,15.1989947241827,15.189071694572,15.1801230571321,15.1710830482405,15.1650478287186,15.1660963909819,"Small","Small","Small","Small","Small","Small","Small","Small","Small",10.2903403193889,10.3352295747382,10.3835799642224,10.4253216480529,10.4657781418013,10.3879520006725,10.5159450301014,10.5923262785455,10.6237695419426,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTI","Haiti",0,1,0,0,1,0,0,10523242,10671457,10817754,10962362,11105163,11243848,11374586,11503606,11637398,3422.09748627768,3435.73122444055,3474.34692898372,3485.69687548702,3381.584787365,3229.47554356606,3134.95014938417,3047.65179299452,2956.46213701659,0.231,0.243,0.239,0.243,0.233,0.22,0.195,0.144,0.066,0.441431122972435,0.440085254705308,0.437940395805184,0.435145425258019,0.434804207238818,0.44349326054054,0.440597078537248,0.438835388372013,0.433325674833928,16.1690968927026,16.1830831650335,16.196699231277,16.2099783272139,16.2229206932759,16.2353316925963,16.2468921265346,16.2581711093996,16.26973443576,"Large","Large","Large","Large","Large","Large","Large","Large","Large",8.13800894214621,8.14198505665704,8.15316180623166,8.15642326747618,8.12609975059241,8.08007503262022,8.05036855162773,8.02212666913699,7.99174860848738,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"HUN","Hungary",1,0,0,0,0,0,1,9843028,9814023,9787966,9775564,9771141,9750149,9709891,9644377,9592186,31371.5674588718,32156.8145327146,33619.809164594,35467.5601940694,37209.6180516892,35616.5227290243,38289.5802148915,40316.5693350966,40167.9924788499,0.485,0.474,0.439,0.376,0.368,0.356,0.35,0.337,0.325,0.538010961986871,0.530320248212425,0.521102289896581,0.517389566571733,0.522525696024412,0.517152408823525,0.502896545489695,0.501320672590546,0.493595181647351,16.1022739452685,16.09932283922,16.0966642298975,16.0953963603809,16.0949438032798,16.0927931249085,16.0886556146638,16.0818856091824,16.0764593666608,"Small","Small","Small","Small","Small","Small","Small","Small","Small",10.3536572667478,10.3783796677874,10.4228707307,10.476373760346,10.5243225566196,10.4805649307708,10.5529330811021,10.6045178131901,10.6008257504722,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"IDN","Indonesia",0,1,0,0,0,0,0,261799249,264627418,267346658,269951846,272489381,274814866,276758053,278830529,281190067,10893.6621142169,11319.6634287738,11772.5743296107,12262.2310300771,12757.7850854842,12388.5449268131,12757.0746440204,13334.293520304,13889.8828825663,0.513,0.502,0.487,0.465,0.462,0.416,0.407,0.394,0.36,0.36926651562585,0.367623496478694,0.366673349054938,0.370349981659529,0.370283289551856,0.362961910128974,0.357449648344341,0.355400487916583,0.354236205403608,19.383088542834,19.3938334248362,19.4040567188133,19.4137541529086,19.4231102025009,19.4316082143747,19.438654227594,19.4461147322905,19.4545413936638,"Huge","Huge","Huge","Huge","Huge","Huge","Huge","Huge","Huge",9.29593644169403,9.33429661887468,9.37352789593177,9.41427916928664,9.45389695918926,9.42452752840568,9.45384127074171,9.49809445585788,9.53891600393216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"IND","India",0,0,0,0,0,0,0,1328024498,1343944296,1359657400,1374659064,1389030312,1402617695,1414203896,1425423212,1438069596,6488.14602910787,6940.62588857522,7326.60693679859,7714.33974724531,7930.0911303899,7399.53068079041,8050.01857452664,8544.68888383182,9160.06365370888,0.429,0.409,0.37,0.364,0.325,0.294,0.307,0.29,0.275,0.351715766817217,0.350069577017128,0.348672902684404,0.349209429559466,0.348069683710964,0.34308278254316,0.333563136044702,0.329556850379625,0.325458302617607,21.0069583351197,21.0188746317599,21.0304985931946,21.0414715838649,21.0518717233747,21.0616061098438,21.0698325920451,21.0777345974512,21.0865674928488,"Huge","Huge","Huge","Huge","Huge","Huge","Huge","Huge","Huge",8.77773210311099,8.84514723510803,8.89926778686299,8.95083618073911,8.97841980641531,8.90917185566622,8.99342967780456,9.05306518573903,9.12260840673889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL","Ireland",0,1,1,0,0,0,0,4701957,4755335,4807388,4867316,4934340,4985382,5033164,5165700,5307600,80980.2234147466,81050.2130153882,88229.6758554195,93717.7562384878,97104.4968281656,102989.787334912,118594.746861627,125511.975961656,115401.125283215,0.83,0.823,0.826,0.828,0.825,0.826,0.834,0.827,0.831,0.533489724861544,0.530473559893682,0.527172610514173,0.525672311430877,0.524655931703797,0.518641779968087,0.507498587072375,0.501435781877886,0.496551614587238,15.3634893629957,15.3747777036356,15.3856644592418,15.3980532137677,15.4117294833041,15.4220205883318,15.431559370167,15.4575511789424,15.4846503136444,"Small","Small","Small","Small","Small","Small","Small","Small","Small",11.3019602484703,11.3028241553576,11.3876986463504,11.4480429512179,11.4835429645167,11.5423851102076,11.6834674716612,11.7401564589905,11.656169384163,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
