"iso3","country_name","region","sub_region","culture","area","landlocked","island_state","commu _pre_dis_ussr","west_europe","sub_saharan_africa","latin_america","MENA","former_commu","Pop_2015","Pop_2016","Pop_2017","Pop_2018","Pop_2019","Pop_2020","Pop_2021","Pop_2022","Pop_2023","GDPpc2015","GDPpc2016","GDPpc2017","GDPpc2018","GDPpc2019","GDPpc2020","GDPpc2021","GDPpc2022","GDPpc2023","2015Status","2015PR rating","2015CL rating","2015PR","2015CL","2016Status","2016PR rating","2016CL rating","2016PR","2016CL","2017Status","2017PR rating","2017CL rating","2017PR","2017CL","2018Status","2018PR rating","2018CL rating","2018PR","2018CL","2019Status","2019PR rating","2019CL rating","2019PR","2019CL","2020Status","2020PR rating","2020CL rating","2020PR","2020CL","2021Status","2021PR rating","2021CL rating","2021PR","2021CL","2022Status","2022PR rating","2022CL rating","2022PR","2022CL","2023Status","2023PR rating","2023CL rating","2023PR","2023CL","total_fh_2015","total_fh_2016","total_fh_2017","total_fh_2018","total_fh_2019","total_fh_2020","total_fh_2021","total_fh_2022","total_fh_2023","diffusion_fh_2015","diffusion_fh_2016","diffusion_fh_2017","diffusion_fh_2018","diffusion_fh_2019","diffusion_fh_2020","diffusion_fh_2021","diffusion_fh_2022","diffusion_fh_2023","Pop_log_2015","Pop_log_2016","Pop_log_2017","Pop_log_2018","Pop_log_2019","Pop_log_2020","Pop_log_2021","Pop_log_2022","Pop_log_2023","Pop_cat_2015","Pop_cat_2016","Pop_cat_2017","Pop_cat_2018","Pop_cat_2019","Pop_cat_2020","Pop_cat_2021","Pop_cat_2022","Pop_cat_2023","GDPpc_log_2015","GDPpc_log_2016","GDPpc_log_2017","GDPpc_log_2018","GDPpc_log_2019","GDPpc_log_2020","GDPpc_log_2021","GDPpc_log_2022","GDPpc_log_2023","area_log","lat_log","Pop_Density_2015","Pop_Density_2016","Pop_Density_2017","Pop_Density_2018","Pop_Density_2019","Pop_Density_2020","Pop_Density_2021","Pop_Density_2022","Pop_Density_2023","Pop_Density_log_2015","Pop_Density_log_2016","Pop_Density_log_2017","Pop_Density_log_2018","Pop_Density_log_2019","Pop_Density_log_2020","Pop_Density_log_2021","Pop_Density_log_2022","Pop_Density_log_2023","central_asia","east_asia","southeast_asia","south_asia","nordic","eastern_europe","mediterranean","carribbean","north_america","pacific_island","not_defined","Asia","Americas","Africa","Europe","Oceania","srNorth_Africa","srWest_Africa","srCentral_Africa","srEast_Africa","srSouthern_Africa","srCaucasus","srCentral_Asia","srMiddle_East","srEast_Asia","srSoutheast_Asia","srSouth_Asia","srNordic","srWestern_Europe","srEast_Central_Europe","srBalkans","srSouthern_Europe","srNorth_America","srCentral_America","srCarribbean","srSouth_America","srOceania"
"ZAF","South Africa","Africa","Southern Africa","Sub-Sahara",1219912,0,0,"No",0,1,0,0,0,56723537,57259551,57635162,58613001,59587885,60562381,61502603,62378410,63212384,14559.4743780889,14519.030855302,14591.4366758593,14571.3756333595,14370.2380390151,13266.785814741,13711.2935730474,13777.1927520564,13690.3894584515,"F",2,2,33,48,"F",2,2,33,46,"F",2,2,33,45,"F",2,2,32,46,"F",2,2,33,46,"F",2,2,33,46,"F",2,2,33,46,"F",2,2,33,46,"F",2,2,33,46,81,79,78,78,79,79,79,79,79,56.6768896221166,56.3454000025204,55.6457599330392,55.1126565506641,54.7206859419912,54.4090758077259,53.9275919870484,53.3756838671973,53.3425459361362,17.8536997972002,17.8631050161784,17.8696433908054,17.8864670900082,17.902962839561,17.919184482701,17.9345900570843,17.9487297798803,17.9620107892886,"Large","Large","Large","Large","Large","Large","Large","Large","Large",9.58599722069306,9.58321554064859,9.58819010657024,9.58681431019975,9.57291454393345,9.49301888357472,9.52597512062531,9.53076980480514,9.52444936626729,14.0142892829603,2.42921774392741,46.4980564171842,46.9374438484087,47.2453439264472,48.0469091213137,48.8460520103089,49.6448768435756,50.4156062076609,51.1335325826781,51.8171671399248,3.83941051423986,3.8488157332181,3.85535410784503,3.87217780704787,3.88867355660066,3.90489519974073,3.92030077412399,3.93444049692,3.94772150632828,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR","South Korea","Asia","East Asia","East Asia",99484,0,0,"No",0,0,0,0,0,51014947,51217803,51361911,51585058,51764822,51836239,51769539,51672569,51712619,42107.2476109116,43176.4115690852,44415.6596220307,45509.2825204448,46368.9140025247,45976.5345777007,48017.4887140049,49364.4933757757,49995.4877276869,"F",2,2,34,50,"F",2,2,34,49,"F",2,2,32,50,"F",2,2,33,51,"F",2,2,33,50,"F",2,2,33,50,"F",2,2,33,50,"F",2,2,33,50,"F",2,2,33,50,84,83,82,84,83,83,83,83,83,49.9507567083208,49.7722216066664,49.3631463357035,49.0778746701061,48.8014281678724,48.5443848947293,48.0702474565907,47.4292031153211,47.3347477430614,17.7476292261809,17.7515977444147,17.7544074245977,17.7587426148738,17.7622213645596,17.7636000572221,17.7623124840673,17.7604376184003,17.7612123909336,"Large","Large","Large","Large","Large","Large","Large","Large","Large",10.6479751571322,10.673049596611,10.7013473804282,10.7256715955699,10.7443845568508,10.7358864274408,10.7793205717398,10.8069866871706,10.8196880348917,11.5077521061962,4.4162267126195,512.795494752925,514.834576414298,516.283130955732,518.526175063327,520.333138997226,521.051013228258,520.380553656869,519.405824052109,519.808401350971,6.23987711998465,6.24384563821846,6.24665531840148,6.25099050867761,6.25446925836338,6.25584795102585,6.2545603778711,6.25268551220411,6.25346028473736,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"SSD","South Sudan","Africa","East Africa","Sub-Sahara",644329,1,0,"No",0,1,0,0,0,11107561,10830102,10259154,10122977,10423384,10698467,10865780,11021177,11483374,594.939,501.118,458.781,435.422,425.947,386.686,395.815,386.49,388.677,"NF",7,6,2,13,"NF",7,6,2,12,"NF",7,7,-2,6,"NF",7,7,-2,4,"NF",7,7,-2,4,"NF",7,7,-2,4,"NF",7,7,-2,4,"NF",7,7,-3,4,"NF",7,7,-3,4,15,14,4,2,2,2,2,1,1,50.1540683437693,49.5669639407782,48.9750165694643,48.4373749364149,48.0496032787898,47.7894506890855,47.3483056274237,46.7877309982646,46.7515318415435,16.223136605562,16.1978400372154,16.1436809381669,16.1303183485246,16.1595623016431,16.1856110181398,16.2011289592477,16.2153291617933,16.2564108081139,"Large","Large","Large","Large","Large","Large","Large","Large","Large",6.38845887928159,6.21684160229439,6.12857297201758,6.07631567577382,6.05431492538387,5.95761299418234,5.9809469303786,5.95710599447154,5.96274866450984,13.3759647442023,3.91460476980452,17.2389586686305,16.8083417012116,15.922229171743,15.710882173548,16.1771144865434,16.6040438968291,16.8637140342899,17.1048905140076,17.822221256532,2.84717186135967,2.82187529301309,2.76771619396457,2.75435360432229,2.78359755744085,2.80964627393754,2.82516421504546,2.83936441759105,2.88044606391158,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP","Spain","Europe","Southern Europe","Mediterranean",505954,0,0,"No",0,0,0,0,0,46444832,46484062,46593236,46797754,47134837,47365655,47415794,47759127,48347910,42994.0090725921,44210.0091808111,45383.7598564973,46267.7980137549,46837.8205371836,41510.4543224249,44237.8298016785,46633.7531065409,47298.412187666,"F",1,1,39,57,"F",1,1,39,56,"F",1,1,38,56,"F",1,1,38,56,"F",1,1,39,55,"F",1,1,38,54,"F",1,1,37,53,"F",1,1,37,53,"F",1,1,37,53,96,95,94,94,94,92,90,90,90,68.1397800807837,67.7955690196668,67.0895704264979,66.5475512293933,66.090118849856,65.9514493850877,65.472458537262,64.9796359057815,64.756610194662,17.6537757576156,17.6546200591163,17.656965938346,17.6613457682833,17.6685229246543,17.6734079459727,17.6744659379153,17.6816807479871,17.6939335524557,"Large","Large","Large","Large","Large","Large","Large","Large","Large",10.668816061076,10.6967064944839,10.7229096076231,10.7422014908346,10.75444628668,10.6337005858782,10.6973355798772,10.7500798735148,10.7642320049455,13.1342010350462,4.45085282560373,91.7965506745673,91.8740873676263,92.0898658771351,92.4940883953877,93.1603208987378,93.6165244271218,93.715622368832,94.3942077738292,95.5579163323148,4.51957472256939,4.52041902407007,4.52276490329976,4.52714473323705,4.53432188960808,4.53920691092647,4.54026490286911,4.54747971294088,4.55973251740945,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"LKA","Sri Lanka","Asia","South Asia","South Asia",65610,0,1,"No",0,0,0,0,0,20970000,21209000,21444000,21670000,21803000,21919000,22156000,22181000,22037000,13329.7793437945,13845.6146784784,14578.6018622132,14759.8248943303,14637.4442911872,13886.6513728651,14316.1352225683,13249.4085187153,13029.523937847,"PF",5,5,16,25,"PF",4,4,23,32,"PF",3,4,24,32,"PF",3,4,24,31,"PF",3,4,24,32,"PF",4,4,23,33,"PF",4,4,23,33,"PF",4,4,23,32,"PF",4,4,23,31,41,55,56,55,56,56,56,55,54,53.4321458669293,52.8628680459096,52.2505929351358,51.6976936465046,51.3965297979643,51.3282724342038,50.786135978021,49.9660370161476,49.9421686310114,16.8586034028781,16.8699361778575,16.8809554439296,16.8914393735125,16.8975581329702,16.9028643985655,16.9136188981351,16.9147466245329,16.9082334168319,"Large","Large","Large","Large","Large","Large","Large","Large","Large",9.49775585968199,9.53572383176497,9.58731010674044,9.59966423455633,9.59133820200204,9.53868332481632,9.56914251739651,9.49170819032101,9.47497313359933,11.0914834023389,3.95508243741733,319.615912208505,323.258649596098,326.840420667581,330.285017527816,332.312147538485,334.080170705685,337.692424935223,338.073464410913,335.87867703094,5.76712000053918,5.77845277551856,5.78947204159064,5.79995597117362,5.80607473063126,5.81138099622657,5.82213549579621,5.823263222194,5.81675001449297,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"KNA","St. Kitts and Nevis","Americas","Carribbean","Carribbean",269,0,1,"No",0,0,0,0,0,47087,47075,47050,47008,46952,46870,46763,46709,46758,28745.2165294236,29883.2962582913,29965.2343163396,30592.9047143548,31496.5931147241,26707.1069326356,26896.617706598,29761.2753518753,30409.4041094129,"F",1,1,37,53,"F",2,1,35,53,"F",1,1,36,53,"F",1,1,36,53,"F",1,1,36,53,"F",1,1,36,53,"F",2,1,35,54,"F",2,1,35,54,"F",2,1,35,54,90,88,89,89,89,89,89,89,89,73.2306111246685,73.4216833822402,73.1917790120057,72.683945213362,72.7057298300973,72.5846215501641,72.2961028092997,72.0455017239599,71.8838683713286,10.7597522334146,10.7594973535254,10.7589661450135,10.7580730789736,10.7568810822382,10.7551330909168,10.7528475709275,10.7516921445751,10.7527406430716,"Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro",10.2662266507973,10.3050549497049,10.3077931325293,10.3285233889741,10.3576346638764,10.1926849862217,10.1997558218703,10.3009633425945,10.3225071852612,5.59471137960184,4.13623254837134,175.044609665428,175,174.907063197026,174.75092936803,174.542750929368,174.237918215613,173.840148698885,173.639405204461,173.82156133829,5.16504085381275,5.16478597392351,5.16425476541169,5.16336169937177,5.16216970263633,5.16042171131491,5.15813619132565,5.15698076497322,5.15802926346978,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"LCA","St. Lucia","Americas","Carribbean","Carribbean",617,0,1,"No",0,0,0,0,0,174905,175646,176342,177017,177661,178250,178522,178781,179285,21142.6248181466,21775.1621571127,22422.6120380814,22981.8034416012,22738.0109584032,17141.9380711598,19101.1652956676,22961.9622175008,23403.4617661837,"F",1,1,39,53,"F",1,1,39,53,"F",1,1,39,53,"F",1,1,38,53,"F",1,1,38,54,"F",1,1,38,54,"F",1,1,37,54,"F",1,1,38,54,"F",1,1,38,54,92,92,92,91,92,92,91,92,92,77.7400043527385,77.7012694584124,77.4400915432209,76.6772480960603,76.7166168334311,76.42721973723,76.235177940283,76.0015704615998,75.8208302975846,12.0719982483625,12.0762258848756,12.0801805703029,12.0840010521417,12.0876325190369,12.0909423382765,12.092467121907,12.093916872093,12.096731997421,"Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro",9.95904641529966,9.98852524863271,10.0178251946607,10.0424580270702,10.0317932946312,9.74928325875599,9.85750462241805,10.0415943092165,10.0606392291297,6.42486902390539,4.08260930600368,283.476499189627,284.677471636953,285.805510534846,286.899513776337,287.943273905997,288.897893030794,289.338735818476,289.7585089141,290.575364667747,5.64712922445712,5.65135686097022,5.65531154639752,5.65913202823627,5.6627634951315,5.66607331437115,5.66759809800159,5.66904784818764,5.67186297351564,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"VCT","St. Vincent and the Grenadines","Americas","Carribbean","Carribbean",389,0,1,"No",0,0,0,0,0,106960,106349,105663,104926,104167,103526,102841,102046,101323,14365.6994724881,15047.2476945614,15364.3640486621,15963.6229080985,16186.3452529407,15677.5874667057,15900.9765805992,17172.2076165046,18335.2120818044,"F",1,1,36,54,"F",1,1,37,54,"F",1,1,37,54,"F",1,1,36,54,"F",1,1,36,55,"F",1,1,36,55,"F",1,1,36,55,"F",1,1,36,55,"F",1,1,36,55,90,91,91,90,91,91,91,91,91,77.8442518597944,77.646388512606,77.3671224161397,76.6334350422119,76.710238538641,76.4055484820088,76.0552577494656,75.9854813643825,75.8089320195169,11.5802102117758,11.5744814176693,11.5680100632738,11.5610106187735,11.5537506594854,11.5475780678697,11.5409393851754,11.5331789709975,11.5260687128364,"Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro",9.5725986630569,9.61895037601512,9.6398060840993,9.67806784449766,9.69192328017171,9.65998742152492,9.67413580648565,9.75104751968044,9.8165786474854,5.96357934361845,4.06874175636482,274.961439588689,273.390745501285,271.627249357326,269.73264781491,267.781491002571,266.133676092545,264.372750642674,262.329048843188,260.470437017995,5.61663086815738,5.61090207405083,5.60443071965533,5.59743127515504,5.59017131586692,5.5839987242512,5.57736004155697,5.56959962737903,5.56248936921792,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SDN","Sudan","Africa","East Africa","Sub-Sahara",2505813,0,0,"No",0,1,0,0,0,40024431,41259892,42714306,44230596,45548175,46789231,48066924,49383346,50042791,4159.1943359375,4174.56103515625,4061.01831054688,3816.65991210938,3625.52319335938,3401.24975585938,3248.9755859375,3132.0771484375,2469.19458007813,"NF",7,7,2,4,"NF",7,7,2,4,"NF",7,7,2,4,"NF",7,7,4,4,"NF",7,7,3,4,"NF",7,6,2,10,"NF",7,6,2,15,"NF",7,6,0,10,"NF",7,6,0,10,6,6,6,8,7,12,17,10,10,51.4512415740067,50.9509076601574,50.1500432584627,49.5567304601657,49.2448200182945,49.0080654526523,48.4694557211575,47.9936548807216,47.8266717382066,17.5050006006311,17.5354014480567,17.5700444572159,17.6049273247707,17.6342811150059,17.6611636275716,17.6881048478081,17.7151237998125,17.7283890173873,"Large","Large","Large","Large","Large","Large","Large","Large","Large",8.3330766652532,8.33676449047728,8.30918903655249,8.24713095055971,8.19575388607691,8.13189821831778,8.08609502130954,8.04945168913092,7.81164729550604,14.7341237907441,4.10813782955991,15.9726328341341,16.4656708222042,17.0460868388822,17.6511958394341,18.1770048283731,18.6722756247174,19.182167224769,19.7075144873141,19.9706805735304,2.77087680988702,2.80127765731264,2.83592066647187,2.87080353402662,2.90015732426184,2.92703983682757,2.95398105706408,2.98100000906844,2.99426522664324,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR","Suriname","Americas","South America","Not defined",163820,0,0,"No",0,0,0,0,0,581627,587757,593713,599513,605768,612317,617896,623164,628886,23327.5252497447,21950.4122148625,22070.5137570835,22938.5353715545,22966.7405999124,19091.3617184226,18458.234999681,18742.5873760369,19043.7052869285,"F",2,2,33,44,"F",2,3,34,43,"F",2,3,34,43,"F",2,2,34,44,"F",2,3,34,43,"F",2,3,32,43,"F",2,2,34,45,"F",2,2,34,45,"F",2,2,34,45,77,77,77,78,77,75,79,79,79,68.0483165423332,68.0415251388082,67.6084481531853,67.1820210558755,67.0353701578846,66.6512515408129,66.177195056731,65.8177345980234,65.6074103980558,13.2735846277828,13.284068876157,13.2941513165998,13.3038729379519,13.3142523534663,13.3250054012485,13.3340754374887,13.342565005503,13.351705279193,"Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro",10.0573892835101,9.99654119804737,10.0019977775065,10.0405735425926,10.0418023874828,9.85699124568041,9.82326589133409,9.83855361328642,9.85449189481809,12.0065235430696,3.93476243374661,3.55040288121109,3.58782199975583,3.62417897692589,3.65958368941521,3.69776584055671,3.73774264436577,3.77179831522403,3.80395556098156,3.83888414113051,1.26706108471318,1.27754533308741,1.28762777353021,1.29734939488228,1.30772881039675,1.31848185817893,1.32755189441912,1.3360414624334,1.34518173612343,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SWE","Sweden","Europe","Nordic","Nordic",449964,0,0,"No",0,0,0,0,0,9799186,9923085,10057698,10175214,10278887,10353442,10415811,10486941,10536632,58922.7315724805,59554.2704383421,59829.6019389199,60264.0023495139,61177.2012483349,59518.6899026784,62675.0634508595,63158.3624047836,62665.2172577283,"F",1,1,40,59,"F",1,1,40,60,"F",1,1,40,60,"F",1,1,40,60,"F",1,1,40,60,"F",1,1,40,60,"F",1,1,40,60,"F",1,1,40,60,"F",1,1,40,60,99,100,100,100,100,100,100,100,100,71.6223122363974,71.2771091267457,70.6804421414919,70.2193937126373,69.8161418075452,69.8257615754048,69.3035519728132,68.82922942176,68.5946533404317,16.0978098789665,16.1103744188176,16.1238488694132,16.1354653210128,16.1456025436473,16.1528295827762,16.1588354981046,16.1656413267876,16.1703685054202,"Small","Small","Large","Large","Large","Large","Large","Large","Large",10.9839822302026,10.9946432840232,10.9992558331599,11.0064902284926,11.0215298704724,10.994045658221,11.0457189354051,11.0534005403068,11.0455618240105,13.0169228585463,4.65030281237072,21.7777111057773,22.0530642451396,22.3522281782543,22.6133957383257,22.8437986150003,23.0094896480607,23.1480985145478,23.3061778275595,23.4166111066663,3.0808870204202,3.09345156027123,3.10692601086686,3.11854246246646,3.12867968510102,3.13590672422985,3.14191263955824,3.14871846824123,3.15344564687388,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"CHE","Switzerland","Europe","Western Europe","Western Europe",41288,1,0,"No",1,0,0,0,0,8282396,8373338,8451840,8514329,8575280,8638167,8704546,8777088,8888093,76440.0854543127,77174.0109257641,77499.1652248744,79130.929306574,79465.7241719733,77197.6465921712,80739.6229283127,82128.8356102151,81683.8662644452,"F",1,1,39,57,"F",1,1,39,57,"F",1,1,39,57,"F",1,1,39,57,"F",1,1,39,57,"F",1,1,39,57,"F",1,1,39,57,"F",1,1,39,57,"F",1,1,39,57,96,96,96,96,96,96,96,96,96,75.6462097576732,75.203264541744,73.9662307968942,73.3474544442877,72.9176964288925,72.8866734143199,72.4683400438652,72.0688622556581,71.9944837978497,15.9296428564821,15.9405631682208,15.9498947271082,15.95726106686,15.9643942035444,15.9717009654949,15.9793559758898,15.9876552477288,16.0002230737932,"Small","Small","Small","Small","Small","Small","Small","Small","Small",11.2442625162802,11.2538180332955,11.2580224439915,11.278859092583,11.2830810651829,11.2541242509908,11.2989847241993,11.3160444592347,11.3106117860039,10.6283271798286,4.52432156198455,200.600561906607,202.803187366789,204.704514628948,206.218005231544,207.694245301298,209.217375508622,210.825082348382,212.582057740748,215.270611315637,5.30131567665356,5.31223598839228,5.32156754727967,5.3289338870314,5.33606702371584,5.34337378566631,5.35102879606128,5.35932806790028,5.37189589396465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"SYR","Syria","Asia","Middle East","MENA",184004,0,0,"No",0,0,0,1,0,19424618,19193834,19224668,19577845,20353534,21049429,21628839,22462173,23594623,5302.07413721497,5022.1127178437,4977.79210063798,4956.09296464777,4825.40602053761,4633.34951847728,4592.83860100874,4454.85373271464,NA,"NF",7,7,-3,2,"NF",7,7,-3,2,"NF",7,7,-3,2,"NF",7,7,-3,2,"NF",7,7,-3,3,"NF",7,7,-3,3,"NF",7,7,-3,4,"NF",7,7,-3,4,"NF",7,7,-3,4,-1,-1,-1,-1,0,0,1,1,1,55.5141526994833,55.122473177854,54.7655832678981,54.2177043590955,54.1662460226625,53.8331703755291,53.1171166352097,52.4988485836347,52.5064749536946,16.782051788645,16.7700996395863,16.7717048040261,16.7899091277224,16.8287651157092,16.862383991834,16.8895381210379,16.927343252372,16.9765294050535,"Large","Large","Large","Large","Large","Large","Large","Large","Large",8.57585336962842,8.52160598427722,8.51274171842303,8.50837300057306,8.48165015956695,8.44103532364111,8.4322535434969,8.4017495072031,NA,12.1227127754853,4.366701426261,105.566281167801,104.312047564183,104.479620008261,106.399018499598,110.614627942871,114.396583769918,117.545482706898,122.074373383187,128.228859155236,4.65933901315969,4.64738686410104,4.64899202854085,4.66719635223716,4.70605234022396,4.73967121634875,4.76682534555263,4.80463047688673,4.85381662956828,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWN","Taiwan","Asia","East Asia","East Asia",35875,0,1,"No",0,0,0,0,0,23492000,23540000,23571000,23589000,23603000,23561000,23375000,23265000,23251000,46106.21,47008.92,48500.85,49815.03,51310.48,53142.48,57061.72,58682.93,59212.1,"F",1,2,37,51,"F",1,2,37,52,"F",1,1,37,54,"F",1,1,37,56,"F",1,1,37,56,"F",1,1,37,56,"F",1,1,38,56,"F",1,1,38,56,"F",1,1,38,56,88,89,91,93,93,93,94,94,94,56.3314757706894,56.0780502415583,55.5097885014179,55.1356390125178,54.8525202019739,54.4402530414795,53.748004320524,52.7161826358902,52.6590188276424,16.9721704956245,16.9742116597964,16.9755277008261,16.9762910596418,16.976884380561,16.9751033606686,16.967177633139,16.9624606432609,16.9618586998254,"Large","Large","Large","Large","Large","Large","Large","Large","Large",10.7387029270709,10.7580926499189,10.7893366025452,10.816072024707,10.8456502987938,10.8807318874006,10.9518887680216,10.979904162844,10.9888811918788,10.4877959530619,4.25371957144433,654.829268292683,656.16724738676,657.031358885017,657.533101045296,657.923344947735,656.752613240418,651.567944250871,648.501742160279,648.11149825784,6.48437454256262,6.48641570673448,6.48773174776415,6.48849510657984,6.48908842749909,6.48730740760671,6.4793816800771,6.47466469019896,6.47406274676347,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TJK","Tajikistan","Asia","Central Asia","Central Asia",143095,1,0,"Post Communist",0,0,0,0,1,8643840,8865631,9085946,9307333,9529966,9749310,9966908,10182222,10389799,3041.44479553257,3169.9667820524,3312.71202243506,3479.69235966041,3649.88375518646,3724.7489591466,3985.91247611219,4213.75618362687,4472.3241378777,"NF",6,6,7,15,"NF",7,6,2,14,"NF",7,6,1,10,"NF",7,6,1,10,"NF",7,6,0,9,"NF",7,6,0,9,"NF",7,6,0,8,"NF",7,6,0,8,"NF",7,7,0,7,22,16,11,11,9,9,8,8,7,48.5800854322617,48.1818365782659,47.7073533837445,47.6974743677626,47.5166433842264,47.4260830322161,46.7590886709494,45.512828963118,45.3651820691965,15.9723574864885,15.9976926737504,16.0222393820745,16.0463131420486,16.069951707943,16.092707071239,16.1147809634465,16.1361538163888,16.1563350173637,"Small","Small","Small","Small","Small","Small","Small","Large","Large",8.02008794318755,8.0614763879686,8.10552247501898,8.15469916646436,8.20245059817526,8.22275473502492,8.29052154270732,8.34610973403503,8.40566349384461,11.8712640243331,4.42982428265251,60.4063035046647,61.9562598273874,63.495901324295,65.0430343478109,66.5988748733359,68.1317306684371,69.6523847793424,71.1570774660191,72.6077011775394,4.10109346215538,4.12642864941723,4.15097535774136,4.17504911771544,4.19868768360989,4.22144304690587,4.24351693911335,4.26488979205569,4.28507099303061,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TZA","Tanzania","Africa","East Africa","Sub-Sahara",945090,0,0,"No",0,1,0,0,0,52020962,53824013,55652890,57437145,59174891,60972798,62830412,64711821,66617606,3111.44458007813,3214.24682617188,3319.37670898438,3392.68872070313,3484.63256835938,3449.82153320313,3493.0830078125,3546.98095703125,3620.79345703125,"PF",3,3,28,35,"PF",3,4,27,33,"PF",3,4,25,33,"PF",4,4,22,30,"PF",4,5,20,25,"PF",5,5,17,23,"PF",5,5,12,22,"PF",5,5,12,22,"PF",5,5,12,24,63,60,58,52,45,40,34,34,36,51.3897817460375,51.009528406072,50.3492310355004,49.8256764763011,49.434407941233,49.0648835275593,48.7142052121463,48.2123762879111,48.261007219103,17.7671573107011,17.8012302638427,17.8346445660535,17.86620177743,17.8960078713685,17.925938388253,17.9559497817347,17.985454447574,18.0144794549295,"Large","Large","Large","Large","Large","Large","Large","Large","Large",8.04284239253075,8.07534834053971,8.10753230602779,8.12937801896154,8.15611788531469,8.14607777918105,8.15854000857042,8.17385208600569,8.19444846782706,13.7590354400363,3.64892505187663,55.04339480896,56.9512035890762,58.8863388671978,60.7742595943243,62.6129691352146,64.5153350474558,66.4808769535177,68.4715963559026,70.4881080108773,4.00812187066488,4.04219482380641,4.07560912601725,4.1071663373937,4.13697243133228,4.16690294821677,4.19691434169842,4.22641900753773,4.25544401489326,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA","Thailand","Asia","Southeast Asia","Southeast Asia",513115,0,0,"No",0,0,0,0,0,70540795,70859841,71160187,71376079,71522271,71641484,71727332,71735329,71702435,18811.3284521707,19369.9198558946,20093.963199274,20879.1601782531,21277.08251178,19956.5473513659,20245.2424111271,20741.5235270511,21142.6643331162,"NF",6,5,8,25,"NF",6,5,7,25,"NF",6,5,7,25,"NF",6,5,6,25,"NF",7,5,5,25,"PF",6,4,6,26,"NF",7,5,5,25,"NF",7,5,5,24,"NF",6,5,6,24,33,32,32,31,30,32,30,29,30,50.489585578288,50.4865237820007,50.1528112429223,49.7854159905629,49.5271441024606,49.2038807789979,48.5179544390751,47.0294456673986,47.0084812345208,18.07170175291,18.0762144135379,18.0804440486393,18.0834733431642,18.0855194416811,18.0871848496268,18.0883824323739,18.0884939178288,18.0880352659416,"Large","Large","Large","Large","Large","Large","Large","Large","Large",9.8422145445844,9.87147661885478,9.908174710592,9.94650681983964,9.96538583404618,9.90131255651448,9.91567510227095,9.93989293747763,9.95904828426972,13.1482552705702,4.07781977692736,137.475604883895,138.097387525214,138.68272609454,139.103473880124,139.388384670103,139.62071660349,139.788024127145,139.803609327344,139.739502840494,4.92344648233979,4.92795914296777,4.9321887780691,4.935218072594,4.93726417111093,4.93892957905659,4.94012716180374,4.9402386472586,4.9397799953714,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
